Date,Author,Vertical,Headline,Description
"Sruthi Raman | TNN | Jan 4, 2020, 00:00 IST",Sruthi Raman,City,Gully is everything: Divine,"Dressed in his characteristic black leather jacket and a cap, Vivian Fernandes is a man of few words. But say the word gully, and the idolised rapper’s eyes light up. “Gully is everything. That is where my journey began and it is something that I keep going back to,” the rapper says, flashing a smile, as we pulled him aside for a quick chat at his recent Gully Gang concert in Chennai.
Known better by his stage name, Divine, the underground rapping sensation is one of the main forces behind catapulting regional hip hop to Indian audiences. His inspiring journey from the streets of Mumbai found a prominent appearance in Zoya Akhtar’s breakout rap drama Gully Boy, which was inspired by Mumbai rappers Naezy and himself. The Ranveer Singh and Alia Bhatt-starrer traces the journey of a rapper from working-class Mumbai. Rapping, to Divine, is all about expressing stories from his community. His work often reflects his own personal experiences, which help him strike a connection with listeners, he says.
Representing Bombay and its stories was one of the reasons why Vivian wanted to become a musician. “One of the reasons I became a musician is to tell stories about my gully to people. I had so many stories I had to tell about Bombay and that is how my journey with hip hop began,” he says. His introduction to hip hop, too, has an interesting backstory. He once spotted his friend from school wearing a t-shirt of American rapper 50 Cent. “That was my first taste of hip hop. I wanted to know more about hip hop and from there I never stopped,” he adds. While he first equated hip hop to English music, he eventually realised that hip hop was whatever anyone wanted it to be. “I always thought hip hop was supposed to be in English. But I later realised that it is more than that. Someone had to tell stories of communities from every nook and corner,” Vivian says, adding that hip hop has grown leaps and bounds since he started out.
Did Gully Boy propel more people to embrace the genre? “I think the Bombay hip hop scene was already thriving even before the film released. But the big screen experience in India is truly something else. The film definitely helped catapult the emerging hip movement across the country in different regions. It also gave people a peek into the lives of musicians like us and perhaps even made them want to find out more about hip hop artistes in their own community or locality,” says the musician.
Like it is with many other cities, Chennai, too, has an emerging hip hop scene, he observed. “Chennai’s hip-hop scene is exciting, like it is in many parts of the country. I have come to perform in Chennai before in a college, but this is my first ever big concert here,” he says, further fondly recalling his collaborations with Madurai rap ensemble Madurai Souljour and Sid Sriram. “I recently collaborated with Sid Sriram for this song Too Hype from my album Kohinoor. We had such a fun time. Madurai Souljour and I, too, teamed up for a video song. The south hip-hop scene is definitely something to look forward to,” he adds with a grin, before going on to serenade his fans waiting a few metres away."
-,-,-,-,-
-,-,-,-,-
-,-,-,-,-
-,-,-,-,-
-,-,-,-,-
-,-,-,-,-
-,-,-,-,-
-,-,-,-,-
"TIMESOFINDIA.COM | Updated: Jan 4, 2020, 22:54 IST",-,-,Big sports events today,"NEW DELHI: Here are the big sports events lined up for Saturday (January 4) that comprise action from two Test matches -- Australia vs New Zealand and South Africa vs England.
(All timings in IST)
1:30 am (Football - La Liga)
Sevilla vs Athletic Bilbao ( match ended in a 1-1 draw)
5:00 am (Cricket - 3rd Test, Day 2)
Australia vs New Zealand ( NZ 63/0 at stumps after Australia's 454 in the first innings)
9:30 am (Cricket - Ranji Trophy, Round 4, Day 2)
Bengal vs Gujarat ( Gujarat 46/1 at stumps)
Hyderabad vs Kerala ( Hyderabad 193/8 at stumps; Kerala 164)
Punjab vs Delhi ( Delhi 195/4 at stumps; Punjab 313)
Rajasthan vs Andhra ( Rajasthan 151, 23/2 at stumps; AP 257)
Himachal Pradesh vs Madhya Pradesh ( MP 364/7 at stumps; HP 175)
Mumbai vs Karnataka ( Mumbai 194, 109/5 at stumps; Karnataka 218)
Uttar Pradesh vs Tamil Nadu ( TN 165/6 at stumps)
Baroda vs Railways ( Railways 99, 0/1 at stumps; Baroda 201, 98)
Tripura vs Odisha ( No play due to rain)
Uttarakhand vs Assam ( Uttarakhand 32/4 at stumps; Assam 294)
Services vs Maharashtra ( Maharashtra 44, 93/5 at stumps; Services 285)
Jharkhand vs Jammu and Kashmir ( J&K 135/3 at stumps; Jharkhand 259)
Chhattisgarh vs Haryana ( Chhattisgarh 119 all-out at stumps; Haryana 123)
11:00 am (Cricket - Women's T20 Challenger Trophy 2020)
India A vs India B, 1st Match ( Match abandoned due to wet outfield)
2:00 pm (Cricket - 2nd Test, Day 2)
South Africa vs England ( SA 215/8 at stumps; ENG 269)
2:00 pm (Football - I-League)
TRAU vs Minerva ( Match ended in a 0-0 draw)
5:00 pm (Football - I-League)
Churchill Brothers vs East Bengal ( Churchill won 1-0)
5:30 pm (Football - La Liga)
Valencia vs Eibar ( Valencia won 1-0)
6:00 pm (Football - FA Cup)
Rochdale vs Newcastle ( Match ended in a 1-1 draw)
Burnley FC vs Peterborough ( Burnley won 4-2)
7:15 pm (Football - I-League)
Gokulam vs Aizawl FC ( Match ended in a 1-1 draw)
7:30 pm (Football - ISL)
Mumbai City vs ATK ( ATK won 2-0)
8:30 pm (Football - La Liga)
Getafe CF vs Real Madrid ( Real Madrid won 3-0)
8:30 pm (Football - FA Cup)
Preston vs Norwich City ( Norwich won 4-2)
Southampton vs Huddersfield ( Southampton won 2-0)
11:00 pm (Football - La Liga)
Atletico Madrid vs Levante
11:00 pm (Football - FA Cup)
Wolves vs Man United
Man City vs Port Vale
Leicester City vs Wigan Athletic"
"Marcus Mergulhao | Jan 4, 2020, 00:12 IST",Marcus Mergulhao,City,Hurt Churchill Brothers eager to bounce back,"Panaji: Bernardo Tavares was really angry, and so were the rest of the players. The loss against Indian Arrows was unexpected and nobody could look at the Churchill Brothers FC coach in the eye.
In the dressing room, there was funeral silence. At the training ground the next day, the mood was no different, before the Portuguese coach reminded everyone that there is a tomorrow.
That tomorrow has come. But the challenge would be even stiffer as Churchill cross swords with East Bengal in an I-League clash at the Nehru Stadium in Fatorda on Saturday.
Until that loss against AIFF’s developmental side – after taking the lead – Churchill had won two games in a row, including a convincing one against Mohun Bagan, away. The loss at home took away the momentum, and three crucial points, which might prove to be the difference in the end.
“It was disappointing, to be honest. We had 19 shots on goal, while they had just four and Arrows scored from two big mistakes of ours. We must look at that game like an accident. I know that the performance, particularly with shooting, won’t happen again,” Tavares told TOI on Friday.
For the last one week, Tavares has seen a noticeable difference within the team. “They are more focused and want to paint a different image of the team,” said the Portuguese coach, who believes that the character of the team is best reflected during times of crisis like this defeat brought.
“It won’t be any easy for us against East Bengal. In my mind, they are the best team, alongside maybe Mohun Bagan. They are first in the table, haven’t lost as yet and they have two players for every position. They are not just strong with their eleven (players), they have equally competent players on the bench,” said Tavares.
East Bengal coach Alejandro Menendez will be pleased with such glowing praise. They are the only undefeated team in the league, pulling themselves clear with two consecutive victories after the initial draws against Real Kashmir FC and Punjab FC.
“We come here with a lot of confidence. We come after winning games. We know that it’s a big game in this league and our idea is to win. I expect the team to show the same level like the previous games,” the East Bengal coach told reporters.
The visitors will be without defender Mehtab Singh and winger Pintu Mahanta, both of whom are suffering from chickenpox, but like Tavares pointed out, they should still have enough in reserves.
“I am sure that Churchill Brothers will come back even stronger (after the loss). They will put in more effort, physically and mentally. But I know we will compete. We need to negotiate tough games. We don’t expect any easy outings,” said Menendez."
"Paresh Mokani | Jan 4, 2020, 00:14 IST",Paresh Mokani,City,"Ranji Trophy: Vijesh, Sumiran put Goa on top","Panaji: Goa took a lead of 119 runs against Manipur on the first day of the Plate Division Ranji Trophy at the Academy ground, Porvorim, on Friday. Right-arm medium pacer Vijesh Prabhudessai stole the limelight with an excellent spell where he took six wickets for 14 runs in 10 overs as the hosts bowled out Manipur for 106 in 32.1 overs.
Goa were 225-2 as opener Sumiran Amonkar (115) hit the fourth ton of his career. Vaibhav Govekar (64*) and night watchman Amulya Pandrekar (4*) were at the crease at the end of the day's play.
Goa captain Amit Verma won the toss and had no hesitation in asking the visitors to bat first. The 22-year-old Vijesh found early rhythm as he got rid of opener Bonny Chingangbam when he edged a ball to keeper Smit Patel on the third ball of his first over. Sultan Karim (2) was his next victim as Vijesh shattered his wicket. On the first delivery of his third over, he trapped Akshaykumar Singh in front of the wicket for nought, leaving Manipur reeling at 3-5 in the fifth over.
Four balls later, Jayanta Sagatpam failed to break his duck when he gave an easy catch to Suyash Prabhudessai in the gully. The visitors were soon in deep trouble when they lost five wickets for five runs. Captain Kangabam Singh was caught behind by the keeper off Vijesh.
Vijesh was on a roll as he took all six wickets. He trapped Karam Dharmendra leg before wicket in the 10th over, the fourth batsman getting out on zero.
Allrounder Rex Rajkumar adopted an aggressive approach as he realised it would be futile to carry on as he hammered three fours in his 36-ball 21 before he nicked one to Smit off Lakshay Garg. Smit had a field day as he also caught Thomas Moirangthem (9) off Felix Alemao.
Opener Al Bashid Muhammed, who was holding one end while others fell cheaply, threw caution to the wind by hitting a six and five fours. In an attempt to score quickly, he tried to hit out captain Verma, only to find Lakshay at long on. He was the top scorer with 43 off 88 balls.
Last man Bishworjit Singh tried to do the same by smashing a four and a six before left-arm orthodox spinner Amulya cleaned him up.
With 57 overs to bat, Goa didn't take any chances and batted sensibly. Sumiran and Aditya Kaushik (34) brought up 68 off 17.2 overs before Aditya was caught by Sultan off left-arm orthodox spinner Ajay Lamabam.
Brie scores: Manipur 106 in 32.1 overs (Al Bashid Muhammed 43; Vijesh Prabhudessai 6-14, Amit Verma 1-15) vs Goa 225-2 in 57 overs (Sumiran Amonkar 155, Vaibhav Govekar 64*)"
null,null,null,null,null
null,null,null,null,null
"TNN | Jan 5, 2020, 00:00 IST",null,City,A New Year party to remember,"Bengaluru folk welcomed 2020 recently at The Den, Bengaluru. It was a gala celebration, where people were seen bidding adieu to 2019. Guests continued to dance to their favourite Bollywood tunes till the last beat. The extravagant celebration also included fireworks, fire dance, a wide buffet spread and unlimited beverages to compliment the event."
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
"PTI | Jan 5, 2020, 00:02 IST",null,null,Auto-maker Ather plans to ramp up operations,"COIMBATORE: Auto-maker Ather, which has signed a memorandum of understanding (MoU) with Tamil Nadu government to build a new factory, on Saturday said it was moving to the next phase of its growth to scale up its operations across the country.
As part of its expansion plan, the auto-maker plans to take Ather Space, its flagship experience centre format, across key cities like Coimbatore.
The company would design the retail space and experience for its dealer partners with focus on its holistic experience-led model.
The experience centres would allow prospective consumers to test-ride and get hands-on with Athers intelligent and connected product portfolio.
The company currently operates Ather Space in Bengaluru and Chennai and looking for a dealer-partner to set up experience centres across the cities.
The firm's flagship intelligent scooter Ather 450 has been setting new standards in the electric vehicles market and has ardent enthusiast across the country waiting to order, the company chief business officer Ravneet Phokela said in a press release.
The company would continue to enlarge its public charging network - Ather Grid - in all metros in the coming months and each city would receive fast-charging points prior to the delivery of the vehicles, he said.
""Intelligent electric vehicles are a new category for which the traditional retail model doesnt really work. We have spent the last couple of years pioneering a new model in Chennai and Bengaluru, which is focused on experience,"" he said.
""We are now looking for dealers and partners in Coimbatore and other parts of Tamil Nadu to expand across the country in a short period of time,"" he said.
""It is an opportunity for us and the partners to prepare for the next phase of the automobile revolution and invest in skill development and employment for a new breed of retail professionals,"" Phokela said."
"PTI | Jan 5, 2020, 00:02 IST",null,null,Auto-maker Ather plans to ramp up operations,"COIMBATORE: Auto-maker Ather, which has signed a memorandum of understanding (MoU) with Tamil Nadu government to build a new factory, on Saturday said it was moving to the next phase of its growth to scale up its operations across the country.
As part of its expansion plan, the auto-maker plans to take Ather Space, its flagship experience centre format, across key cities like Coimbatore.
The company would design the retail space and experience for its dealer partners with focus on its holistic experience-led model.
The experience centres would allow prospective consumers to test-ride and get hands-on with Athers intelligent and connected product portfolio.
The company currently operates Ather Space in Bengaluru and Chennai and looking for a dealer-partner to set up experience centres across the cities.
The firm's flagship intelligent scooter Ather 450 has been setting new standards in the electric vehicles market and has ardent enthusiast across the country waiting to order, the company chief business officer Ravneet Phokela said in a press release.
The company would continue to enlarge its public charging network - Ather Grid - in all metros in the coming months and each city would receive fast-charging points prior to the delivery of the vehicles, he said.
""Intelligent electric vehicles are a new category for which the traditional retail model doesnt really work. We have spent the last couple of years pioneering a new model in Chennai and Bengaluru, which is focused on experience,"" he said.
""We are now looking for dealers and partners in Coimbatore and other parts of Tamil Nadu to expand across the country in a short period of time,"" he said.
""It is an opportunity for us and the partners to prepare for the next phase of the automobile revolution and invest in skill development and employment for a new breed of retail professionals,"" Phokela said."
null,null,null,null,null
"TIMESOFINDIA.COM | Updated: Jan 5, 2020, 22:07 IST",null,null,Big sports events today,"NEW DELHI: Here are the big sports events lined up for Sunday (January 5) that comprise action from the first T20I between India and Sri Lanka, and two Test matches -- Australia vs New Zealand and South Africa vs England.
(All timings in IST)
1:30 am (Football - La Liga)
Espanyol vs Barcelona ( Match ended in a 2-2 draw)
5:00 am (Cricket - 3rd Test, Day 3)
Australia vs New Zealand ( AUS 454, 40/0 at stumps; NZ 251)
9:30 am (Cricket - Ranji Trophy, Round 4, Day 3)
Bengal vs Gujarat ( Gujarat 169/7 at stumps)
Hyderabad vs Kerala ( Kerala 164, 204/7 at stumps; Hyderabad 228)
Punjab vs Delhi ( Punjab 313, 44/4 at stumps; Delhi 339)
Rajasthan vs Andhra ( Rajasthan 151, 243/8 at stumps; AP 257)
Himachal Pradesh vs Madhya Pradesh ( HP 175, 176/3 at stumps; MP 427/9 decl.)
Mumbai vs Karnataka ( Karnataka won by 5 wickets)
Uttar Pradesh vs Tamil Nadu ( UP 170/9 at stumps; TN 180)
Baroda vs Railways ( Baroda won by 99 runs)
Tripura vs Odisha ( Odisha 5/0 at stumps; Tripura 288/6 decl.)
Uttarakhand vs Assam ( Assam won by an innings and 90 runs)
Services vs Maharashtra ( Services won by an innings and 94 runs)
Jharkhand vs Jammu and Kashmir ( Jharkhand 259, 103/4 at stumps; J&K 441)
Chhattisgarh vs Haryana ( Chhattisgarh 119, 33/3 at stumps; Haryana 123, 258)
11:00 am (Cricket - Women's T20 Challenger Trophy 2020)
India B vs India C, 2nd Match ( India B won by 4 runs)
11:30 am (Football - I-League)
Real Kashmir vs Mohun Bagan ( Bagan won 2-0)
1:00 pm (Cricket - Quadrangular U19 Series)
India U19 vs Zimbabwe U19, 3rd Youth ODI ( India won by 89 runs)
2:00 pm (Cricket - 2nd Test, Day 3)
South Africa vs England ( ENG 269, 218/4 at stumps; SA 223)
5:00 pm (Football - I-League)
Indian Arrows vs NEROCA ( Match ended in a 1-1 draw)
6:30 pm (Football - La Liga)
Real Sociedad vs Villarreal ( Villarreal won 2-1)
7:00 pm (Cricket - 1st T20I)
India vs Sri Lanka ( Match abandoned without a ball being bowled)
7:30 pm (Football - ISL)
Kerala Blasters vs Hyderabad FC ( Kerala won 5-1)
7:30 pm (Football - FA Cup)
Chelsea vs Nottingham Forest ( Chelsea won 2-0)
Middlesbrough vs Tottenham ( Match ended in a 1-1 draw)
9:30 pm (Football - FA Cup)
Liverpool vs Everton"
"Sachin Parashar | TNN | Updated: Jan 5, 2020, 10:26 IST",Sachin Parashar,India,Pompeo discusses Iran situation with Indian envoy,"NEW DELHI: The US has kept India in the loop about developments related to Iran following the killing of top Iranian commander Qasem Soleimani. It is understood that Secretary of State Mike Pompeo discussed the situation with outgoing Indian ambassador and foreign secretary-designate Harsh Vardhan Shringla in a meeting after the US airstrike which left Soleimani dead.
Pompeo Friday had a round of telephonic conversations with leaders across the globe as the US sought to explain its strike on Soleimani away as defensive action in response to ""imminent threats"" to American lives. He also spoke to Pakistan army chief Qamar Bajwa, bypassing PM Imran Khan, about the US decision to eliminate Soleimani.
Pompeo is learnt to have emphasised that the US remained committed to de-escalation in the region. With Iran vowing revenge though, US is deploying thousands of troops to the region.
India has been particularly concerned about the latest escalation in US-Iran tensions not just because of its ties with Iran but also the presence of 8 million Indian nationals in the region, who account for more than 50 per cent of around $ 70 billion remittances earned by India every year.
Many in India believe that the US unilateralism in taking out a senior Iranian leader has put India in a bind. It was evident from India's official reaction to Soleimani's killing in which the government sought to play safe as it called for restraint and mentioned how the world had been alarmed.
India is also worried about the fate of its Chabahar port project in Iran which allows it to bypass Pakistan in accessing central Asia and Afghanistan. Even as it forced India to cut crude imports from Iran, the US allowed special exception for Chabahar development in the name of reconstruction assistance and economic development for Afghanistan. If a war indeed is thrust upon the region, it's perhaps safe to say that work on the project will not remain unaffected."
